,asset,time,ReferenceRateUSD
2467,btc,2025-01-09 15:00:00+00:00,92434.4646230275
2468,btc,2025-01-09 16:00:00+00:00,93809.7147919346
2469,btc,2025-01-09 17:00:00+00:00,94153.2044877265
2470,btc,2025-01-09 18:00:00+00:00,93237.0191391
2471,btc,2025-01-09 19:00:00+00:00,92926.20757218
2472,btc,2025-01-09 20:00:00+00:00,92552.2869216832
2473,btc,2025-01-09 21:00:00+00:00,91716.4299573349
2474,btc,2025-01-09 22:00:00+00:00,92147.3004137931
2475,btc,2025-01-09 23:00:00+00:00,92338.972688194
2476,btc,2025-01-10 00:00:00+00:00,92346.1691589714
2477,btc,2025-01-10 01:00:00+00:00,92670.0545847458
2478,btc,2025-01-10 02:00:00+00:00,92929.4273693746
2479,btc,2025-01-10 03:00:00+00:00,93371.7139596727
2480,btc,2025-01-10 04:00:00+00:00,93578.0395298071
2481,btc,2025-01-10 05:00:00+00:00,93706.2816154296
2482,btc,2025-01-10 06:00:00+00:00,93957.5945414962
2483,btc,2025-01-10 07:00:00+00:00,94078.409270602
2484,btc,2025-01-10 08:00:00+00:00,94510.602484512
2485,btc,2025-01-10 09:00:00+00:00,94628.1981154296
2486,btc,2025-01-10 10:00:00+00:00,94854.6404316189
2487,btc,2025-01-10 11:00:00+00:00,94970.4413433665
2488,btc,2025-01-10 12:00:00+00:00,94908.2916990064
2489,btc,2025-01-10 13:00:00+00:00,94902.5738988895
2490,btc,2025-01-10 14:00:00+00:00,93813.6181566335
2491,btc,2025-01-10 15:00:00+00:00,94055.2764985389
2492,btc,2025-01-10 16:00:00+00:00,93700.0225458796
2493,btc,2025-01-10 17:00:00+00:00,93647.3072042665
2494,btc,2025-01-10 18:00:00+00:00,94596.6165900059
2495,btc,2025-01-10 19:00:00+00:00,94946.3521580947
2496,btc,2025-01-10 20:00:00+00:00,95103.8631227352
2497,btc,2025-01-10 21:00:00+00:00,94824.9725029223
2498,btc,2025-01-10 22:00:00+00:00,94745.5301122151
2499,btc,2025-01-10 23:00:00+00:00,94733.6108503799
2500,btc,2025-01-11 00:00:00+00:00,94759.1196358854
2501,btc,2025-01-11 01:00:00+00:00,94483.2870146114
2502,btc,2025-01-11 02:00:00+00:00,94424.8165938048
2503,btc,2025-01-11 03:00:00+00:00,94325.8578132671
2504,btc,2025-01-11 04:00:00+00:00,94191.6476917008
2505,btc,2025-01-11 05:00:00+00:00,94011.6742665108
2506,btc,2025-01-11 06:00:00+00:00,94237.8191563413
2507,btc,2025-01-11 07:00:00+00:00,94297.4199582116
2508,btc,2025-01-11 08:00:00+00:00,94193.0873103448
2509,btc,2025-01-11 09:00:00+00:00,94174.8264576271
2510,btc,2025-01-11 10:00:00+00:00,94226.1751797195
2511,btc,2025-01-11 11:00:00+00:00,94386.2193293396
2512,btc,2025-01-11 12:00:00+00:00,94604.9518980128
2513,btc,2025-01-11 13:00:00+00:00,94530.3454143776
2514,btc,2025-01-11 14:00:00+00:00,94378.3234672706
2515,btc,2025-01-11 15:00:00+00:00,94465.6292857978
2516,btc,2025-01-11 16:00:00+00:00,94402.7630832846
2517,btc,2025-01-11 17:00:00+00:00,94457.4977384571
2518,btc,2025-01-11 18:00:00+00:00,94100.9560613677
2519,btc,2025-01-11 19:00:00+00:00,94184.2517440094
2520,btc,2025-01-11 20:00:00+00:00,94142.363524547
2521,btc,2025-01-11 21:00:00+00:00,94428.0813129749
2522,btc,2025-01-11 22:00:00+00:00,94776.2084076563
2523,btc,2025-01-11 23:00:00+00:00,94650.9208278784
2524,btc,2025-01-12 00:00:00+00:00,94606.5080099357
2525,btc,2025-01-12 01:00:00+00:00,94478.1944415546
2526,btc,2025-01-12 02:00:00+00:00,94417.7982367037
2527,btc,2025-01-12 03:00:00+00:00,94539.376279661
2528,btc,2025-01-12 04:00:00+00:00,94502.0555271771
2529,btc,2025-01-12 05:00:00+00:00,94539.1769704851
2530,btc,2025-01-12 06:00:00+00:00,94511.5652945646
2531,btc,2025-01-12 07:00:00+00:00,94414.6489976622
2532,btc,2025-01-12 08:00:00+00:00,94311.1156528346
2533,btc,2025-01-12 09:00:00+00:00,94184.4294617183
2534,btc,2025-01-12 10:00:00+00:00,93887.3477878434
2535,btc,2025-01-12 11:00:00+00:00,93911.9369351257
2536,btc,2025-01-12 12:00:00+00:00,94222.1837741087
2537,btc,2025-01-12 13:00:00+00:00,94351.9512676797
2538,btc,2025-01-12 14:00:00+00:00,94563.9940008767
2539,btc,2025-01-12 15:00:00+00:00,94798.9904225599
2540,btc,2025-01-12 16:00:00+00:00,95019.1818267095
2541,btc,2025-01-12 17:00:00+00:00,94924.8608030392
2542,btc,2025-01-12 18:00:00+00:00,95106.3118392753
2543,btc,2025-01-12 19:00:00+00:00,94998.0910216248
2544,btc,2025-01-12 20:00:00+00:00,94695.0039687317
2545,btc,2025-01-12 21:00:00+00:00,94669.6286899474
2546,btc,2025-01-12 22:00:00+00:00,94418.9824520748
2547,btc,2025-01-12 23:00:00+00:00,93922.0363851549
2548,btc,2025-01-13 00:00:00+00:00,94353.7752586207
2549,btc,2025-01-13 01:00:00+00:00,95326.1821519579
2550,btc,2025-01-13 02:00:00+00:00,94644.3006241964
2551,btc,2025-01-13 03:00:00+00:00,94113.0505105202
2552,btc,2025-01-13 04:00:00+00:00,94173.7002890123
2553,btc,2025-01-13 05:00:00+00:00,94549.2094769141
2554,btc,2025-01-13 06:00:00+00:00,94159.6296873174
2555,btc,2025-01-13 07:00:00+00:00,93752.7236551724
2556,btc,2025-01-13 08:00:00+00:00,93622.0036338399
2557,btc,2025-01-13 09:00:00+00:00,93108.2129532437
2558,btc,2025-01-13 10:00:00+00:00,92880.478792519
2559,btc,2025-01-13 11:00:00+00:00,91702.9558617767
2560,btc,2025-01-13 12:00:00+00:00,91132.4994377557
2561,btc,2025-01-13 13:00:00+00:00,90638.4183819404
2562,btc,2025-01-13 14:00:00+00:00,91185.9873275862
2563,btc,2025-01-13 15:00:00+00:00,91109.4481724138
2564,btc,2025-01-13 16:00:00+00:00,92370.8510797779
2565,btc,2025-01-13 17:00:00+00:00,91681.5690520164
2566,btc,2025-01-13 18:00:00+00:00,91831.6158366452
2567,btc,2025-01-13 19:00:00+00:00,91937.7750964348
2568,btc,2025-01-13 20:00:00+00:00,92133.890619813
2569,btc,2025-01-13 21:00:00+00:00,92891.111956166
2570,btc,2025-01-13 22:00:00+00:00,94035.532556692
2571,btc,2025-01-13 23:00:00+00:00,94365.6449459381
2572,btc,2025-01-14 00:00:00+00:00,94375.7299102864
2573,btc,2025-01-14 01:00:00+00:00,94488.4079403857
2574,btc,2025-01-14 02:00:00+00:00,94752.6509555815
2575,btc,2025-01-14 03:00:00+00:00,94977.8184056108
2576,btc,2025-01-14 04:00:00+00:00,94892.6578927528
2577,btc,2025-01-14 05:00:00+00:00,94968.911050263
2578,btc,2025-01-14 06:00:00+00:00,95059.1438065459
